index,period,attendances,breaches
4063,2016-04-01,1091,0
4064,2016-04-01,5037,56
4065,2016-04-01,6475,929
4066,2016-04-01,1125,0
4067,2016-04-01,3376,12
4068,2016-04-01,2190,0
4069,2016-04-01,2744,12
4070,2016-04-01,1080,0
4071,2016-04-01,8213,12
4072,2016-04-01,8118,1315
4073,2016-04-01,3600,401
4074,2016-04-01,3509,2
4075,2016-04-01,11821,2456
4076,2016-04-01,4694,168
4077,2016-04-01,8175,1399
4078,2016-04-01,18792,1191
4079,2016-04-01,5510,24
4080,2016-04-01,10777,1575
4081,2016-04-01,6146,1450
4082,2016-04-01,5902,30
4083,2016-04-01,8559,1933
4084,2016-04-01,638,0
4085,2016-04-01,671,1
4086,2016-04-01,3154,729
4087,2016-04-01,1570,0
4088,2016-04-01,7798,1
4089,2016-04-01,3525,0
4090,2016-04-01,11282,1088
4091,2016-04-01,1675,2
4092,2016-04-01,8878,1970
4093,2016-04-01,6931,1586
4094,2016-04-01,3589,294
4095,2016-04-01,6176,0
4096,2016-04-01,2661,147
4097,2016-04-01,10401,1494
4098,2016-04-01,1599,0
4099,2016-04-01,622,0
4100,2016-04-01,7665,1082
4101,2016-04-01,244,0
4102,2016-04-01,5424,593
4103,2016-04-01,8563,2647
4104,2016-04-01,819,4
4105,2016-04-01,1777,2
4106,2016-04-01,799,10
4107,2016-04-01,8569,873
4108,2016-04-01,1248,1
4109,2016-04-01,5567,1218
4110,2016-04-01,1483,10
4111,2016-04-01,7905,542
4112,2016-04-01,5399,774
4113,2016-04-01,5749,875
4114,2016-04-01,1060,15
4115,2016-04-01,3693,351
4116,2016-04-01,294,14
4117,2016-04-01,2050,0
4118,2016-04-01,7068,92
4119,2016-04-01,4165,2
4120,2016-04-01,2029,19
4121,2016-04-01,3706,3
4122,2016-04-01,7520,654
4123,2016-04-01,8535,60
4124,2016-04-01,5102,459
4125,2016-04-01,212,0
4126,2016-04-01,5921,658
4127,2016-04-01,1585,1
4128,2016-04-01,5923,919
4129,2016-04-01,2703,0
4130,2016-04-01,7874,1139
4131,2016-04-01,1559,9
4132,2016-04-01,8634,1342
4133,2016-04-01,2056,13
4134,2016-04-01,11173,416
4135,2016-04-01,965,1
4136,2016-04-01,4205,997
4137,2016-04-01,2601,3
4138,2016-04-01,2049,0
4139,2016-04-01,3103,15
4140,2016-04-01,1517,1
4141,2016-04-01,3813,303
4142,2018-03-01,21452,6495
4143,2018-03-01,720,2
4144,2018-03-01,2903,60
4145,2018-03-01,28465,6379
4146,2018-03-01,763,2
4147,2018-03-01,14837,48
4148,2018-03-01,4773,3
4149,2018-03-01,1785,0
4150,2018-03-01,3742,0
4151,2018-03-01,19089,257
4152,2018-03-01,18906,1564
4153,2018-03-01,9376,112
4154,2018-03-01,6672,1884
4155,2018-03-01,11051,223
4156,2018-03-01,1357,0
4157,2018-03-01,12960,1431
4158,2018-03-01,491,1
4159,2018-03-01,1129,0
4160,2018-03-01,13467,2581
4161,2018-03-01,789,0
4162,2018-03-01,3087,8
4163,2018-03-01,3998,0
4164,2018-03-01,10768,898
4165,2018-03-01,5142,6
4166,2018-03-01,10057,3828
4167,2018-03-01,3929,35
4168,2018-03-01,9985,167
4169,2018-03-01,16452,6284
4170,2018-03-01,7150,525
4171,2018-03-01,9278,1657
4172,2018-03-01,1042,6
4173,2018-03-01,13439,3804
4174,2018-03-01,12325,404
4175,2018-03-01,12581,4524
4176,2018-03-01,17247,273
4177,2018-03-01,7798,162
4178,2018-03-01,5206,32
4179,2018-03-01,15509,3638
4180,2018-03-01,895,0
4181,2018-03-01,20453,3784
4182,2018-03-01,3388,3
4183,2018-03-01,1822,0
4184,2018-03-01,13421,2726
4185,2018-03-01,1411,0
4186,2018-03-01,2518,0
4187,2018-03-01,5744,2944
4188,2018-03-01,8106,156
4189,2018-03-01,3232,0
4190,2018-03-01,3684,0
4191,2018-03-01,3365,0
4192,2018-03-01,11760,1814
4193,2018-03-01,9782,0
4194,2018-03-01,2354,0
4195,2018-03-01,9218,1551
4196,2018-03-01,5478,0
4197,2018-03-01,3119,0
4198,2018-03-01,12757,2433
4199,2018-03-01,6457,1056
4200,2018-03-01,190,0
4201,2018-03-01,3363,0
4202,2018-03-01,4970,153
4203,2018-03-01,5376,577
4204,2018-03-01,4315,0
4205,2018-03-01,10125,3292
4206,2018-03-01,3406,7
4207,2018-03-01,7087,1081
4208,2018-03-01,2291,2
4209,2018-03-01,8159,572
4210,2018-03-01,5015,29
4211,2018-03-01,6127,24
4212,2018-03-01,11070,2850
4213,2018-03-01,4640,24
4214,2018-03-01,5423,2
4215,2018-03-01,1892,1
4216,2018-03-01,9125,2645
4217,2018-03-01,4301,12
4218,2018-03-01,2540,0
4219,2018-03-01,581,0
4220,2018-03-01,6977,1632
4221,2018-03-01,1724,0
4222,2018-03-01,19646,5418
4223,2018-03-01,3238,53
4224,2018-03-01,933,0
4225,2018-03-01,7005,964
4226,2018-03-01,935,0
4227,2018-03-01,5460,1049
4228,2018-03-01,1070,21
4229,2018-03-01,7538,2368
4230,2018-03-01,212,0
4231,2018-03-01,10286,177
4232,2018-03-01,4119,231
4233,2018-03-01,8859,283
4234,2018-03-01,4085,0
4235,2018-03-01,291,0
4236,2018-03-01,674,9
4237,2018-03-01,558,21
4238,2018-03-01,8347,1789
4239,2018-03-01,389,20
4240,2018-03-01,7208,1261
4241,2018-03-01,4544,73
4242,2018-03-01,8650,3423
4243,2018-03-01,2333,151
4244,2018-03-01,12154,3658
4245,2018-03-01,683,0
4246,2018-03-01,8355,1799
4247,2018-03-01,1033,6
4248,2018-03-01,1442,0
4249,2018-03-01,5192,0
4250,2018-03-01,4730,207
4251,2018-03-01,12169,4680
4252,2018-03-01,1841,51
4253,2018-03-01,3349,124
4254,2018-03-01,2189,20
4255,2018-03-01,280,0
4256,2018-03-01,246,2
4257,2018-03-01,2578,0
4258,2018-03-01,13805,3556
4259,2018-03-01,1058,26
4260,2018-03-01,2955,0
4261,2018-03-01,8296,1348
4262,2018-03-01,4406,76
4263,2018-03-01,8661,3389
4264,2018-03-01,1816,45
4265,2018-03-01,2002,4
4266,2018-03-01,807,0
4267,2018-03-01,6014,0
4268,2018-03-01,5592,937
4269,2018-03-01,745,0
4270,2018-03-01,7473,1771
4271,2018-03-01,1280,74
4272,2018-03-01,3023,0
4273,2018-03-01,8425,2524
4274,2018-03-01,5776,96
4275,2018-03-01,8546,3030
4276,2018-03-01,5539,1149
4277,2018-03-01,10985,2793
4278,2018-03-01,8862,168
4279,2018-03-01,12445,4700
4280,2018-03-01,1066,0
4281,2018-03-01,9936,2154
4282,2018-03-01,12177,3993
4283,2018-03-01,1809,24
4284,2018-03-01,5912,120
4285,2018-03-01,17906,5934
4286,2018-03-01,1760,28
4287,2018-03-01,14321,4968
4288,2018-03-01,443,0
4289,2018-03-01,6479,123
4290,2018-03-01,6607,2471
4291,2018-03-01,3271,14
4292,2018-03-01,3358,0
4293,2018-03-01,8410,2913
4294,2018-03-01,3327,3
4295,2018-03-01,5642,904
4296,2018-03-01,526,0
4297,2018-03-01,10145,4387
4298,2018-03-01,5183,15
4299,2018-03-01,4740,1252
4300,2018-03-01,354,0
4301,2018-03-01,7129,2697
4302,2018-03-01,7598,11
4303,2018-03-01,5509,363
4304,2018-03-01,5477,153
4305,2018-03-01,290,0
4306,2018-03-01,7652,682
4307,2018-03-01,6244,3230
4308,2018-03-01,11848,37
4309,2018-03-01,8927,2127
4310,2018-03-01,1178,10
4311,2018-03-01,10053,2356
4312,2018-03-01,1067,13
4313,2018-03-01,2160,4
4314,2018-03-01,12772,395
4315,2018-03-01,12114,1782
4316,2018-03-01,8319,1670
4317,2018-03-01,2190,10
4318,2018-03-01,3039,21
4319,2018-03-01,6172,1504
4320,2018-03-01,596,1
4321,2018-03-01,10716,1790
4322,2018-03-01,6370,0
4323,2018-03-01,11106,926
4324,2018-03-01,2665,0
4325,2018-03-01,4024,1160
4326,2018-03-01,112,0
4327,2018-03-01,8824,3442
4328,2018-03-01,9211,359
4329,2018-03-01,304,0
4330,2018-03-01,7609,601
4331,2018-03-01,2418,3
4332,2018-03-01,4240,369
4333,2018-03-01,717,0
4334,2018-03-01,193,0
4335,2018-03-01,11408,2876
4336,2018-03-01,799,2
4337,2018-03-01,547,3
4338,2018-03-01,6120,2860
4339,2018-03-01,6813,592
4340,2018-03-01,2427,0
4341,2018-03-01,16643,5866
4342,2018-03-01,3495,0
4343,2018-03-01,2879,0
4344,2018-03-01,1157,54
4345,2018-03-01,3623,0
4346,2018-03-01,21520,5369
4347,2018-03-01,3606,90
4348,2018-03-01,10107,37
4349,2018-03-01,5653,1663
4350,2018-03-01,1962,16
4351,2018-03-01,20344,3742
4352,2018-03-01,1816,0
4353,2018-03-01,403,0
4354,2018-03-01,7661,1327
4355,2018-03-01,1511,49
4356,2018-03-01,3831,390
4357,2018-03-01,10501,14
4358,2018-03-01,1925,3
4359,2018-03-01,4761,122
4360,2018-03-01,11723,2621
4361,2018-03-01,1051,1
4362,2018-03-01,8316,1240
4363,2018-03-01,7892,17
4364,2018-03-01,851,0
4365,2018-03-01,336,0
4366,2018-03-01,22409,5684
4367,2018-03-01,9970,240
4368,2018-03-01,3495,0
4369,2018-03-01,1035,0
4370,2018-03-01,7890,2801
4371,2018-03-01,1906,19
4372,2018-03-01,10386,0
4373,2018-03-01,8567,1646
4374,2018-03-01,577,0
4375,2018-03-01,3945,0
4376,2018-03-01,4791,130
4377,2018-03-01,42,0
4378,2018-03-01,9314,2985
4379,2018-03-01,1097,0
4380,2018-03-01,7596,0
4381,2018-03-01,1783,12
4382,2018-03-01,10501,586
4383,2018-03-01,1761,0
4384,2018-03-01,5255,498
4385,2018-03-01,506,1
4386,2018-03-01,6778,2062
4387,2018-03-01,3473,94
4388,2018-03-01,9864,3187
4389,2018-03-01,2630,23
4390,2018-03-01,7342,2863
4391,2018-03-01,920,0
4392,2018-03-01,7303,1796
4393,2018-03-01,4703,27
4394,2018-03-01,9785,1297
4395,2018-03-01,1829,140
4396,2018-03-01,5760,12
4397,2018-03-01,8220,1393
4398,2018-03-01,3529,0
4399,2018-03-01,7594,2141
4400,2018-03-01,111,0
4401,2018-03-01,1818,113
4402,2018-03-01,6526,2064
4403,2018-03-01,3192,20
4404,2018-03-01,4322,9
4405,2018-03-01,7513,2763
4406,2018-03-01,3303,7
4407,2018-03-01,169,0
4408,2018-03-01,427,0
4409,2018-03-01,6882,2737
4410,2018-03-01,683,9
4411,2018-03-01,9291,2959
4412,2018-03-01,6554,24
4413,2018-03-01,8443,1524
4414,2018-03-01,261,2
4415,2018-03-01,3962,2
4416,2018-03-01,3822,0
4417,2018-03-01,1893,0
4418,2018-03-01,3466,0
4419,2018-03-01,13069,2653
4420,2018-03-01,1065,39
4421,2018-03-01,1798,5
4422,2018-03-01,4749,20
4423,2018-03-01,6796,1877
4424,2018-03-01,1240,0
4425,2018-03-01,4705,85
4426,2018-03-01,807,0
4427,2018-03-01,9220,1923
4428,2018-03-01,1784,21
4429,2018-03-01,3916,349
4430,2018-03-01,4006,3
4431,2018-03-01,4417,2
4432,2018-03-01,14381,4534
4433,2018-03-01,3874,15
4434,2018-03-01,10279,1543
4435,2018-03-01,292,0
4436,2018-03-01,1553,2
4437,2018-03-01,898,0
4438,2018-03-01,1148,0
4439,2018-03-01,20180,3409
4440,2018-03-01,5652,52
4441,2018-03-01,12149,1587
4442,2018-03-01,6333,1826
4443,2018-03-01,7833,305
4444,2018-03-01,9498,2033
4445,2018-03-01,897,8
4446,2018-03-01,581,9
4447,2018-03-01,2228,0
4448,2018-03-01,3859,821
4449,2018-03-01,119,0
4450,2018-03-01,6000,22
4451,2018-03-01,12790,1607
4452,2018-03-01,2101,12
4453,2018-03-01,7885,2697
4454,2018-03-01,2748,0
4455,2018-03-01,7213,1748
4456,2018-03-01,3362,1111
4457,2018-03-01,3752,0
4458,2018-03-01,114,0
4459,2018-03-01,2689,68
4460,2018-03-01,11323,2755
4461,2018-03-01,1670,0
4462,2018-03-01,333,7
4463,2018-03-01,621,1
4464,2018-03-01,8302,2918
4465,2018-03-01,227,0
4466,2018-03-01,3901,85
4467,2018-03-01,5637,1018
4468,2018-03-01,1672,1
4469,2018-03-01,9743,3560
4470,2018-03-01,750,5
4471,2018-03-01,1952,45
4472,2018-03-01,864,0
4473,2018-03-01,9119,1921
4474,2018-03-01,1437,55
4475,2018-03-01,1151,0
4476,2018-03-01,5841,1571
4477,2018-03-01,10197,51
4478,2018-03-01,8382,856
4479,2018-03-01,821,1
4480,2018-03-01,6030,545
4481,2018-03-01,275,1
4482,2018-03-01,6039,1631
4483,2018-03-01,952,2
4484,2018-03-01,3675,404
4485,2018-03-01,274,0
4486,2018-03-01,1678,0
4487,2018-03-01,6714,28
4488,2018-03-01,1278,8
4489,2018-03-01,4422,13
4490,2018-03-01,589,0
4491,2018-03-01,5154,30
4492,2018-03-01,8327,854
4493,2018-03-01,859,0
4494,2018-03-01,9341,120
4495,2018-03-01,5929,924
4496,2018-03-01,172,0
4497,2018-03-01,6872,776
4498,2018-03-01,1330,4
4499,2018-03-01,162,0
4500,2018-03-01,6009,1664
4501,2018-03-01,2576,0
4502,2018-03-01,8603,2024
4503,2018-03-01,1445,62
4504,2018-03-01,1990,22
4505,2018-03-01,9501,2264
4506,2018-03-01,1845,131
4507,2018-03-01,436,0
4508,2018-03-01,11811,1388
4509,2018-03-01,3837,867
4510,2018-03-01,2406,0
4511,2018-03-01,3793,5
4512,2018-03-01,1398,0
4513,2018-03-01,4537,179
4514,2018-02-01,18668,5628
4515,2018-02-01,671,0
4516,2018-02-01,2699,74
4517,2018-02-01,25341,6000
4518,2018-02-01,763,5
4519,2018-02-01,13286,59
4520,2018-02-01,3999,2
4521,2018-02-01,1675,0
4522,2018-02-01,3607,0
4523,2018-02-01,16855,196
4524,2018-02-01,16205,1328
4525,2018-02-01,8047,39
4526,2018-02-01,6309,1955
4527,2018-02-01,9691,107
4528,2018-02-01,1199,0
4529,2018-02-01,11224,1595
4530,2018-02-01,470,0
4531,2018-02-01,843,0
4532,2018-02-01,11904,1939
4533,2018-02-01,730,0
4534,2018-02-01,2768,2
4535,2018-02-01,3681,0
4536,2018-02-01,9545,534
4537,2018-02-01,4375,6
4538,2018-02-01,9033,3710
4539,2018-02-01,3567,42
4540,2018-02-01,9049,70
4541,2018-02-01,14353,5103
4542,2018-02-01,6290,352
4543,2018-02-01,8124,1382
4544,2018-02-01,949,0
4545,2018-02-01,11969,2975
4546,2018-02-01,11040,347
4547,2018-02-01,11140,3216
4548,2018-02-01,15887,308
4549,2018-02-01,6761,47
4550,2018-02-01,4487,32
4551,2018-02-01,14041,2477
4552,2018-02-01,846,0
4553,2018-02-01,17829,2798
4554,2018-02-01,2930,3
4555,2018-02-01,1759,0
4556,2018-02-01,11760,2145
4557,2018-02-01,1252,0
4558,2018-02-01,2321,0
4559,2018-02-01,5088,2488
4560,2018-02-01,7436,76
4561,2018-02-01,2970,0
4562,2018-02-01,3372,0
4563,2018-02-01,3148,0
4564,2018-02-01,10692,1558
4565,2018-02-01,8811,0
4566,2018-02-01,2126,0
4567,2018-02-01,8085,1124
4568,2018-02-01,5514,0
4569,2018-02-01,2948,0
4570,2018-02-01,11200,1874
4571,2018-02-01,5795,1115
4572,2018-02-01,171,0
4573,2018-02-01,3280,0
4574,2018-02-01,4779,326
4575,2018-02-01,5100,1179
4576,2018-02-01,3812,1
4577,2018-02-01,8877,2233
4578,2018-02-01,3045,0
4579,2018-02-01,6358,453
4580,2018-02-01,2050,7
4581,2018-02-01,7111,889
4582,2018-02-01,4186,35
4583,2018-02-01,5322,6
4584,2018-02-01,10124,2317
4585,2018-02-01,4444,38
4586,2018-02-01,4852,0
4587,2018-02-01,1797,19
4588,2018-02-01,8321,2450
4589,2018-02-01,3721,10
4590,2018-02-01,2402,0
4591,2018-02-01,504,0
4592,2018-02-01,6232,1389
4593,2018-02-01,1645,0
4594,2018-02-01,18186,5218
4595,2018-02-01,2863,50
4596,2018-02-01,769,0
4597,2018-02-01,6315,763
4598,2018-02-01,828,0
4599,2018-02-01,4887,929
4600,2018-02-01,623,10
4601,2018-02-01,6635,2060
4602,2018-02-01,180,0
4603,2018-02-01,9969,140
4604,2018-02-01,3766,247
4605,2018-02-01,8046,298
4606,2018-02-01,3355,0
4607,2018-02-01,254,0
4608,2018-02-01,519,28
4609,2018-02-01,545,8
4610,2018-02-01,7196,1590
4611,2018-02-01,316,3
4612,2018-02-01,6517,1228
4613,2018-02-01,4246,108
4614,2018-02-01,7593,3325
4615,2018-02-01,2119,288
4616,2018-02-01,10542,2493
4617,2018-02-01,663,0
4618,2018-02-01,7532,2113
4619,2018-02-01,1016,11
4620,2018-02-01,1299,0
4621,2018-02-01,4854,0
4622,2018-02-01,4068,179
4623,2018-02-01,11172,4396
4624,2018-02-01,1520,22
4625,2018-02-01,2665,78
4626,2018-02-01,2050,44
4627,2018-02-01,221,0
4628,2018-02-01,215,0
4629,2018-02-01,2842,0
4630,2018-02-01,12705,3357
4631,2018-02-01,1057,23
4632,2018-02-01,2976,0
4633,2018-02-01,7422,1216
4634,2018-02-01,3957,39
4635,2018-02-01,7910,3051
4636,2018-02-01,1554,15
4637,2018-02-01,1705,0
4638,2018-02-01,676,0
4639,2018-02-01,5851,0
4640,2018-02-01,5121,991
4641,2018-02-01,630,0
4642,2018-02-01,6442,1136
4643,2018-02-01,1027,49
4644,2018-02-01,3121,0
4645,2018-02-01,7805,2498
4646,2018-02-01,5211,27
4647,2018-02-01,7584,2801
4648,2018-02-01,4774,1472
4649,2018-02-01,10018,2396
4650,2018-02-01,8527,151
4651,2018-02-01,10766,3577
4652,2018-02-01,869,0
4653,2018-02-01,9322,2048
4654,2018-02-01,11114,3874
4655,2018-02-01,1663,16
4656,2018-02-01,5607,139
4657,2018-02-01,16531,5165
4658,2018-02-01,1628,14
4659,2018-02-01,12676,4669
4660,2018-02-01,382,0
4661,2018-02-01,5910,123
4662,2018-02-01,5986,2101
4663,2018-02-01,3147,13
4664,2018-02-01,3164,0
4665,2018-02-01,7187,2850
4666,2018-02-01,3081,11
4667,2018-02-01,5158,839
4668,2018-02-01,481,0
4669,2018-02-01,9160,3817
4670,2018-02-01,4524,1
4671,2018-02-01,4338,1387
4672,2018-02-01,216,0
4673,2018-02-01,6469,2091
4674,2018-02-01,6532,2
4675,2018-02-01,4751,411
4676,2018-02-01,4574,338
4677,2018-02-01,327,0
4678,2018-02-01,6797,685
4679,2018-02-01,5307,2582
4680,2018-02-01,10249,12
4681,2018-02-01,7672,1729
4682,2018-02-01,795,2
4683,2018-02-01,9011,2282
4684,2018-02-01,1116,16
4685,2018-02-01,2034,12
4686,2018-02-01,10798,229
4687,2018-02-01,11191,1403
4688,2018-02-01,7334,1721
4689,2018-02-01,1914,12
4690,2018-02-01,2558,17
4691,2018-02-01,5476,1489
4692,2018-02-01,606,6
4693,2018-02-01,9747,2120
4694,2018-02-01,5383,0
4695,2018-02-01,9948,1407
4696,2018-02-01,2633,0
4697,2018-02-01,3630,1119
4698,2018-02-01,125,0
4699,2018-02-01,7774,2591
4700,2018-02-01,8244,386
4701,2018-02-01,254,0
4702,2018-02-01,6602,689
4703,2018-02-01,2130,2
4704,2018-02-01,3705,268
4705,2018-02-01,625,0
4706,2018-02-01,173,1
4707,2018-02-01,10158,2434
4708,2018-02-01,783,1
4709,2018-02-01,496,1
4710,2018-02-01,5201,2120
4711,2018-02-01,5976,299
4712,2018-02-01,2269,0
4713,2018-02-01,14899,5122
4714,2018-02-01,3163,0
4715,2018-02-01,2555,0
4716,2018-02-01,1105,12
4717,2018-02-01,3274,0
4718,2018-02-01,18881,4021
4719,2018-02-01,2926,55
4720,2018-02-01,8713,35
4721,2018-02-01,4954,1451
4722,2018-02-01,1700,17
4723,2018-02-01,18110,2345
4724,2018-02-01,1528,0
4725,2018-02-01,352,0
4726,2018-02-01,6635,948
4727,2018-02-01,1161,14
4728,2018-02-01,3342,271
4729,2018-02-01,8710,15
4730,2018-02-01,1838,1
4731,2018-02-01,4117,117
4732,2018-02-01,9976,1832
4733,2018-02-01,1078,1
4734,2018-02-01,7481,1577
4735,2018-02-01,6999,29
4736,2018-02-01,767,0
4737,2018-02-01,267,0
4738,2018-02-01,19679,5121
4739,2018-02-01,9026,140
4740,2018-02-01,3144,1
4741,2018-02-01,850,0
4742,2018-02-01,7023,2383
4743,2018-02-01,1578,20
4744,2018-02-01,8564,0
4745,2018-02-01,7433,1946
4746,2018-02-01,554,0
4747,2018-02-01,3731,0
4748,2018-02-01,4566,209
4749,2018-02-01,48,0
4750,2018-02-01,8396,3566
4751,2018-02-01,991,0
4752,2018-02-01,7449,0
4753,2018-02-01,2027,6
4754,2018-02-01,9261,612
4755,2018-02-01,1607,0
4756,2018-02-01,4870,362
4757,2018-02-01,352,3
4758,2018-02-01,5816,1657
4759,2018-02-01,3114,50
4760,2018-02-01,8406,2219
4761,2018-02-01,2136,6
4762,2018-02-01,6400,1872
4763,2018-02-01,750,0
4764,2018-02-01,6580,1801
4765,2018-02-01,4707,12
4766,2018-02-01,8991,1276
4767,2018-02-01,1652,60
4768,2018-02-01,5516,8
4769,2018-02-01,7207,890
4770,2018-02-01,3218,0
4771,2018-02-01,6531,1404
4772,2018-02-01,118,0
4773,2018-02-01,1540,31
4774,2018-02-01,5745,1598
4775,2018-02-01,2509,8
4776,2018-02-01,3565,14
4777,2018-02-01,6994,2064
4778,2018-02-01,2582,11
4779,2018-02-01,126,1
4780,2018-02-01,357,0
4781,2018-02-01,6073,1700
4782,2018-02-01,610,0
4783,2018-02-01,8211,2459
4784,2018-02-01,5508,40
4785,2018-02-01,7590,1806
4786,2018-02-01,359,7
4787,2018-02-01,3465,3
4788,2018-02-01,3734,58
4789,2018-02-01,1527,0
4790,2018-02-01,2934,0
4791,2018-02-01,11328,2518
4792,2018-02-01,929,17
4793,2018-02-01,1699,6
4794,2018-02-01,4400,14
4795,2018-02-01,5781,1513
4796,2018-02-01,1181,0
4797,2018-02-01,4184,59
4798,2018-02-01,805,0
4799,2018-02-01,7995,1623
4800,2018-02-01,1490,1
4801,2018-02-01,3195,216
4802,2018-02-01,3250,1
4803,2018-02-01,3818,4
4804,2018-02-01,12050,4011
4805,2018-02-01,3285,12
4806,2018-02-01,8321,1139
4807,2018-02-01,333,0
4808,2018-02-01,1314,0
4809,2018-02-01,848,0
4810,2018-02-01,17941,2690
4811,2018-02-01,4908,22
4812,2018-02-01,11015,1271
4813,2018-02-01,5708,1295
4814,2018-02-01,6956,112
4815,2018-02-01,8375,1814
4816,2018-02-01,896,19
4817,2018-02-01,678,4
4818,2018-02-01,1464,0
4819,2018-02-01,3368,461
4820,2018-02-01,245,0
4821,2018-02-01,5151,15
4822,2018-02-01,10670,1265
4823,2018-02-01,1819,0
4824,2018-02-01,6830,1992
4825,2018-02-01,2292,0
4826,2018-02-01,6656,2166
4827,2018-02-01,3180,866
4828,2018-02-01,3506,0
4829,2018-02-01,92,0
4830,2018-02-01,2164,48
4831,2018-02-01,10195,2286
4832,2018-02-01,1569,0
4833,2018-02-01,326,3
4834,2018-02-01,668,1
4835,2018-02-01,7371,2542
4836,2018-02-01,186,0
4837,2018-02-01,3438,28
4838,2018-02-01,4667,936
4839,2018-02-01,1416,0
4840,2018-02-01,7928,2903
4841,2018-02-01,668,3
4842,2018-02-01,1692,10
4843,2018-02-01,745,1
4844,2018-02-01,8154,2166
4845,2018-02-01,1343,9
4846,2018-02-01,937,0
4847,2018-02-01,5140,2232
4848,2018-02-01,8638,31
4849,2018-02-01,7595,987
4850,2018-02-01,817,0
4851,2018-02-01,5241,295
4852,2018-02-01,252,0
4853,2018-02-01,5485,1635
4854,2018-02-01,901,3
4855,2018-02-01,3499,387
4856,2018-02-01,352,0
4857,2018-02-01,1352,0
4858,2018-02-01,6065,16
4859,2018-02-01,1107,6
4860,2018-02-01,3923,3
4861,2018-02-01,592,0
4862,2018-02-01,4372,20
4863,2018-02-01,7197,984
4864,2018-02-01,722,0
4865,2018-02-01,7993,53
4866,2018-02-01,5150,652
4867,2018-02-01,174,0
4868,2018-02-01,5633,509
4869,2018-02-01,1130,0
4870,2018-02-01,181,0
4871,2018-02-01,5338,1450
4872,2018-02-01,2324,0
4873,2018-02-01,7394,1771
4874,2018-02-01,1385,106
4875,2018-02-01,1737,8
4876,2018-02-01,8685,1648
4877,2018-02-01,1698,96
4878,2018-02-01,377,0
4879,2018-02-01,10131,849
4880,2018-02-01,3364,813
4881,2018-02-01,1772,0
4882,2018-02-01,3340,3
4883,2018-02-01,1353,0
4884,2018-02-01,3933,246
4885,2018-01-01,21317,6104
4886,2018-01-01,813,0
4887,2018-01-01,3040,87
4888,2018-01-01,27281,5839
4889,2018-01-01,770,0
4890,2018-01-01,15910,83
4891,2018-01-01,4574,0
4892,2018-01-01,1891,0
4893,2018-01-01,4217,0
4894,2018-01-01,18819,171
4895,2018-01-01,17990,1406
4896,2018-01-01,9162,67
4897,2018-01-01,6987,2310
4898,2018-01-01,10987,67
4899,2018-01-01,1137,0
4900,2018-01-01,12541,1478
4901,2018-01-01,499,0
4902,2018-01-01,1126,0
4903,2018-01-01,12739,1390
4904,2018-01-01,1428,0
4905,2018-01-01,3159,0
4906,2018-01-01,4107,0
4907,2018-01-01,10679,621
4908,2018-01-01,4671,2
4909,2018-01-01,9999,3559
4910,2018-01-01,3869,27
4911,2018-01-01,10823,87
4912,2018-01-01,16668,4931
4913,2018-01-01,1769,9
4914,2018-01-01,5146,309
4915,2018-01-01,9047,1287
4916,2018-01-01,1075,0
4917,2018-01-01,13162,3787
4918,2018-01-01,12660,515
4919,2018-01-01,12208,4689
4920,2018-01-01,17641,217
4921,2018-01-01,7580,75
4922,2018-01-01,5861,16
4923,2018-01-01,15685,3838
4924,2018-01-01,789,0
4925,2018-01-01,19763,3222
4926,2018-01-01,3469,1
4927,2018-01-01,1979,0
4928,2018-01-01,12982,2422
4929,2018-01-01,1296,1
4930,2018-01-01,2648,0
4931,2018-01-01,5617,2602
4932,2018-01-01,8306,74
4933,2018-01-01,3312,0
4934,2018-01-01,3834,0
4935,2018-01-01,3614,0
4936,2018-01-01,11589,1616
4937,2018-01-01,10002,0
4938,2018-01-01,2533,0
4939,2018-01-01,8899,1203
4940,2018-01-01,5954,0
4941,2018-01-01,3055,0
4942,2018-01-01,12093,1933
4943,2018-01-01,6162,802
4944,2018-01-01,169,0
4945,2018-01-01,3557,0
4946,2018-01-01,4903,119
4947,2018-01-01,5765,1448
4948,2018-01-01,4070,0
4949,2018-01-01,9522,1950
4950,2018-01-01,3125,0
4951,2018-01-01,6927,692
4952,2018-01-01,2292,0
4953,2018-01-01,7552,870
4954,2018-01-01,4949,64
4955,2018-01-01,6705,12
4956,2018-01-01,10753,1862
4957,2018-01-01,4882,21
4958,2018-01-01,5175,1
4959,2018-01-01,1996,20
4960,2018-01-01,8831,2353
4961,2018-01-01,4299,7
4962,2018-01-01,2811,0
4963,2018-01-01,527,0
4964,2018-01-01,6717,1423
4965,2018-01-01,1660,0
4966,2018-01-01,19375,5741
4967,2018-01-01,3077,99
4968,2018-01-01,855,1
4969,2018-01-01,6749,758
4970,2018-01-01,853,1
4971,2018-01-01,5642,933
4972,2018-01-01,470,9
4973,2018-01-01,7362,2290
4974,2018-01-01,255,0
4975,2018-01-01,12171,125
4976,2018-01-01,3980,104
4977,2018-01-01,8798,267
4978,2018-01-01,4118,0
4979,2018-01-01,236,0
4980,2018-01-01,548,14
4981,2018-01-01,587,15
4982,2018-01-01,7867,1869
4983,2018-01-01,423,4
4984,2018-01-01,6977,1259
4985,2018-01-01,4962,184
4986,2018-01-01,8002,3095
4987,2018-01-01,2267,183
